사용자,평점,댓글 내용,감정
수민,1.5,"이종석과 차은우 이민기
셋의 존재 각 0.5점씩 도합 1.5짜리 영화임
나머지는 모르겠는데요",부정
km,2.5,유머는 굳이 넣었어야 했나,중립
Lina,2,배우들은 기가막힌데..,부정
아트레이디스,2,이것도 저것도 아닌게 아쉽다..데시벨이라는 이름은 왜지었나,부정
ㅤㅤㅤㅤ공심이,1,이민기,부정
피자보스,2,"정상훈이 열일한 영화
정상훈과 차은우가 가장 재밌다",부정
조조는나의힘,2,소재는 신선한데 소재만 좋았던...,부정
폼폼푸린,3.5,예고편이 다이다 얼굴 보는 맛,긍정
keorm,2,"중반까지의 긴장감이 어설픈 드라마로 무너져 내린다.
============
2022년 11월 16일에 개봉한 황인호감독의 한국 영화. 소리에 반응하는 특수폭탄으로 도심을 점거하려는 테러범과 그의 타깃이 된 해군 부함장[부함장은 실제로는 사용하지 않는 표현으로 현실에서는 부장이라고 부른다. 영화상에서도 부장이라고 호칭한다] 출신의 한 남자가 반나절 동안 벌이는 도심 테러 액션.

소음이 커지는 순간 폭.발.한.다. 물이 끓는 주전자 소리, 창문 여는 소리, 놀이터 아이들의 웃음 소리…잠시 후, 거대한 굉음과 함께 단독 주택이 폭발했다는 뉴스 속보가 전해진다. 그리고, 뉴스를 지켜보던 전직 해군 부장(김래원)에게 걸려온 전화. “소음이 커지면 터집니다. 다음 타깃은 축구 경기장이에요” 100dB 넘으면 터집니다. 사태를 파악할 겨를도 없이, 관중들로 가득 찬 축구 경기장을 다음 테러의 타깃으로 지목하는 폭탄 설계자(이종석). 소음이 커지는 순간 폭발하는 특수 폭탄의 위협은 계속되고, 사상 최대의 도심 폭탄 테러를 막기 위해 모든 비밀을 손에 쥔 폭탄 설계자를 찾아야만 하는데…도심 한복판에서 벌어지는 사운드 테러 액션. 오늘 반드시 이 폭발을 막아야만 한다!
---------------
[엔터미디어=듀나의 영화낙서판] 한국 주류 영화에서 드러나는 특징 중 하나는 영화를 만든 사람들이 어린 시절에 텔레비전으로 보았던 옛날 할리우드 영화의 경험을 재현하는 것처럼 보이는 작품들이 늘었다는 것이다. <타워>는 <타워링 인페르노>를 닮았고 <비상선언>은 <에어포트> 시리즈와 <카산드라 크로싱>을 닮았고 <모가디슈>는 <북경의 55일>을 닮았고… 창작자는 반박할 수 있겠지만 이런 경향이 10여년 넘게 이어지면 흐름이라고 볼 수밖에. 황인호 감독의 <데시벨>도 옛날에 봤던 할리우드 영화의 감흥을 재현하려는 시도에 가깝다. 대충 세 편의 영화가 떠오른다. 테러 행위 자체는 <스피드>를 닮았다. 과거의 사연은 <크림슨 타이드>를 연상시킨다. 범인의 동기는 <더 록>과 비슷하다. 모두 감독이나 기타 관련자들이 1990년대에 극장에서 봤을 법한 영화들이다. 레퍼런스들이 조금 젊어졌다.

관객들은 <데시벨>하면 자연스럽게 잠수함을 떠올릴 텐데, 정말로 영화는 태평양에서 훈련 중인 잠수함에서 시작된다. 만든 사람들은 뿌듯했을 것 같다. CG로 재현한 잠수함 묘사는 드라이 포 웻(dry for wet) 기법으로 그린 1990년대 잠수함 영화보다 사실적으로 보이기 때문이다. 아무리 할리우드 영화라도 1990년대 영화와 기술적으로 경쟁하는 게 무슨 의미인가 싶지만. 하지만 진짜 액션이 시작되는 곳은 1년 뒤 부산이다. 테러리스트가 소리가 커지면 터지는 폭탄을 부산 곳곳에 심었다. 1년 전 잠수함 사고에서 살아남아 영웅이 된 주인공은 부산 시내를 돌아다니며 그 폭탄을 찾아야 한다. 설정 자체는 나쁘지 않다. <스피드>와 조금 닮긴 했지만 다른 점이 더 많으며, 이 다른 점에 집중하면 비슷한 결을 추구한다고 해도 완전히 다른 내용의 영화를 만들 수 있다. 수많은 이야기 가능성이 떠오른다. 소리에 반응하는 폭탄을 어떻게 막을 것인가. 소리 자체를 차단할 것인가, 아니면 먼저 터트려 희생자를 막을 것인가. 그런데 영화는 당황스러울 정도로 아이디어가 없다. 주인공은 테러리스트의 명령을 생기 없이 따라할 뿐이며 상대편의 계획을 앞지를 수 있는 어떤 행동도 하지 않는다. 주인공과 가족들이 끝까지 살아남은 건 테러리스트가 봐줬기 때문이고 테러리스트는 대단한 방해 없이 목표 대부분을 달성한다. 무엇보다 관객들은 그 순간 아무런 감흥이 없다. 영화 내내 이렇다면 긴장감이 사정없이 떨어질 수밖에 없다.

이유가 없지는 않다. <데시벨>에는 <스피드>식 액션을 펼칠 공간이 부족하다. 러닝타임의 절반 가까운 시간이 '1년 전 잠수함에서 무슨 일이 있었는가'에 할애되기 때문이다. 여기서 영화는 굉장히 중요한 도덕적 딜레마에 대한 이야기를 하고 있는데, 이게 이 영화의 핵심을 이룬다. 처음부터 끝까지 잠수함에서 이야기를 끌어갔다면 어땠을까 생각해본다. 하지만 이야기를 채울만한 드라마가 없었을 것이고 지나치게 <크림슨 타이드>를 닮았을 것이며, 무엇보다 그 때의 판단과 갈등을 다시 곱씹을 미래 시제가 필요하다. 하지만 그 답이 <스피드>식 스릴러인가?하고 묻는다면 고개를 저을 수밖에 없다. <스피드>와 <다이 하드> 액션물에는 관객들의 긴 집중을 요구하는 자기만의 시간이 필요하다. <크림슨 타이드>가 중간중간에 들어가면 긴장감이 떨어지고 집중력이 분산된다. 다른 서브 장르를 찾는 게 맞았을 것이다. 추리물이 더 그럴싸하지 않았을까. 남은 건 신파와 감상주의다. 액션과 서스펜스가 들어갈 자리에 악당의 자기연민과 한탄이 차지한다. 이런 이야기에 대해 강한 감정이 들어가는 것 자체는 문제가 될 게 없지만 그 감정은 행동과 냉정한 사고로 연결되어야 한다. <데시벨>에서는 모든 게 정체된 채 멜로드라마적 감상주의 안에 젖어 있다. 가끔 눈에 들어오는 것은 뜬금없는 유머인데, 이는 <오싹한 연애>와 <몬스터>를 만든 황인호 감독의 개성에서 나오는 것일 수도 있다. 유머가 들어가는 것은 전혀 나쁜 일이 아닌데, 이게 이 질펀한 감상주의와 섞이면 합이 좋지 않다. 아무래도 더 나아질 수 있었던 재료들이 충무로식 기획 영화의 틀 안에 갇혀 뒤섞인 결과가 아닌가 싶다.  칼럼니스트 듀나 djuna01@empas.com",부정
마한음,3,"감동과 오글거림의 어느 사이..에서 방황했다.
아 그런데 제목은 왜 데시벨일까",긍정
Seungmin,1,기막히다고 생각하는 소재를 찾고 발전시키려다 길을 잃어버린 케이스,부정
cherryvinchaud,3,기대를 안하고 봐서 그런가 .. 나름 집중해서 잘 봤는데.... 눈물 한방울 찍음,긍정
강물처럼,2.5,"코미디는 좀 아니지 않았나. 오대오 캐릭터가 꼭 필요했을까. 그가 극에서 물러난 순간부터 극이 살아나기 시작했다. 긴장감으로 몰아쳐도 부족할 판에 분위기 와장창 깨버리는 코미디라니. 마찬가지로 차영한 캐릭터도 꼭 필요했는지 의문이다. 역할이 불분명한 이들이 너무 많았다.

-
살기 위한 선택. 남은 자들이 더 힘들 거라며 감정을 꾹 누르고 등 돌린 이들. 그리고 생존자들. 누가 잘 했고, 못 했고를 감히 누가 판단할까. 결국 모두가 피해자일 뿐인데.

마지막 경례 뒤로 이어지는 타이틀, <데시벨>
이 영화에서 가장 의문인 지점. 정작 데시벨은 크게 중요한 요소는 아니었는데. 조금 더 잠수함에서의 일에 초점을 맞추는 제목이었으면 어땠을까 생각해본다.",중립
Pacific_Rim👀,1,이민기가 감독님의 페르소나..?,부정
장강욱,2,아마 감독도 다 찍어놓고 내가 뭘 찍었나 싶었을 거다.,부정
무언가,0.5,폐기물,부정
dancingwithyourghost,1,이종석잘생겨서0.5더줌,부정
YUNA,2.5,"소리가 일정수준을 넘으면 시간이 반씩 줄어드는 폭탄과 축구경기장,워터파크,놀이터의 조합은 소름끼칠 정도로 매력적이었으나...놀라울 정도로 재미가 없다.

+핸드헬드 극혐",중립
냐미,3,"나만재밌나봐
첫부분은노잼
이종석나오고존잼",긍정
japple,1.5,여기저기 짜깁기 느낌이 솔솔..'헐리우드 키드의 생애'의 임병석의 재림 같다..,부정
MyJay_Nme,2,"소재는 참신했지만 전체적으로 무슨 말을 하려는지
와닿지 않는다…",부정
최선하,1,진짜 개노잼임 왜 범인이 데시벨을 주제로 했는지 연관성 전혀 없음.,부정
덜컹거리다,3,그 방법밖에는 없었냐~~~~~~~~~,긍정
이재범,1.5,하나만 선택해야해도 둘을 선택하려하는 인간의 비합리성,부정
류규민,2,제목은 왜 데시벨인지. 제목과 관련없는 내용인데 그 내용마저 뻔하고 별로라면.,부정
윤정,1.5,"초반에는 긴장감으로 기대하게 만들더니…
중간부터는 너무 어이없어서 끄게 만드네",부정
오댕,4,이종석이 잘생긴 영화,긍정
Life is a journey,4.5,"우연히 천안함을 연상할수도 있는 스토리.
다 죽을것인지 소수는 살릴것인지에
대한 리더의 딜레마.
죽은 사람은 안타깝다.
그러나 살아남은 사람은 자신의 살아있음에 감사함을 진하게 전달한다.",긍정
100호,1.5,"제목이랑 내용이랑 딱히 잘 맞지는 않는 것 같고..

마지막에는 아마 많은 생각을 하기를 기대했겠지만 나는 별로 안들었다...;;",부정
므와,0.5,11번째 스트라이커,부정
선영,2,난 끝을 정해놨다,부정
민수한,3,"데시벨보다 더 좋은 제목이 있었을 것 같은데 ....... 더 좋은 소재도 있었을 것 같은데 ... 이 재미있는 서사와 딜레마와 캐릭터들이 제대로 살아 숨쉬지 못한 것 같아 아쉽다 ㅠ ㅠ 너무 좋은데 뭔가 하나가 아쉽고 흥행 못한 게 안타깝다
젊은이들이 안타깝게 죽어나가는 소식이 들려오는 요즘 더 가슴 아프게 다가오는 이야기다.",긍정
만점충,5,"소위 한국 영화 흥행 공식을 억지로 때려박았다
그런 거 다 빼고 차라리 같은 잠수함 사건을 가지고 진실을 폭로하려는 자들과 막으려는 자들의 정치 공작을 다뤘으면 오히려 더 흥행하지 않았을까",긍정
푸링,2.5,차은우랑 이종석 얼굴 보려고 본 영화이지만 꽤나 재밌었다,중립
가승현,1,걍 잠수함영화나 만들지....,부정
안종선,3,"내가 좋아하는 김래원, 이종석 배우의 만남만으로 충분히 만족.
그렇지만 천안함 사건이 자꾸만 생각나는데, 확실한 고증이 아니었던 것이 조금은 아쉬움",긍정
박준호,1.5,후훗......,부정
흠。,2,"(쿠팡플레이)

소재 좋은데.. 스토리가 너무 뭐가 없음. 아쉬움.",부정
영화로,2.5,제2의 더 테러 라이브가 되고 싶었던 영화,중립
쏘딩,1,"도대체 데시벨이라는 설정은 어디로 간건지...?

(230407)",부정
김무진,2,"소재도 별로, 영화 내 장치도 별로, 스토리도 별로
그리고 한국 특유의 신파는 이제 그만 좀 넣자.

2023.06.23",부정
진부,1.5,차은우 얼굴만 보였던 영화,부정
노승택,2,"무의미한 긴장감만 줄 뿐
dB은 오로지 폭탄용이다.",부정
라미,2,이상하다. 신파인데 슬프지가 않다. 이종석이 화내는데 애잔하지가 않다. 뭘 만들고 싶었던 걸까…,부정
타브리스,3.5,"[Netflix]
""",긍정
밤에먹는달,3.5,"﻿영화 제목을 잘못 지었다.

​﻿",긍정
wooznn,2.5,"본지 3달지나고 코멘트를 쓰는데
무슨내용인지 기억이 안나...",중립
jhd446,2,"묵직한 초반, 두리뭉실한 중반, 망가진 후반
비슷한 시기에 개봉한 ""발신제한""과 구조적 차이가 거의 느껴지지 않을 만큼 전체적인 요소와 신파 또한 변함이 없다.

심지어 캐릭터의 정체성과 완급조절의 실패 등 여러 요인들이 전체적으로 무너져 내리고 융합되지 않아 서로가 파편처럼 흩어져 있어 급속도로 몰입감에 저하가 온다.",부정
김영은,3,요즘 킬링타임을 넘어 공중분해타임 영화만 보고 있다 그런 공장식 영화들 중에선 나름 고민이라도 해본 듯한 느낌이 나서 흥미롭게 봤다 하지만 이종석 연기 넘 못해,긍정
효스타코비치,1,"데
시벨",부정
seoron,1.5,작위적이었음,부정
Kyung Deuk Noh,1.5,"극한의 상황과 은폐, 그리고 운명까지.
라인업에 비해 뭔가 아쉬움이 남는 건
편집 때문인가??",부정
박상민,1.5,"소리를 활용한 폭탄과 잠수함이 주요 소재임에도 전혀 그 특성을 살리지 못한다. 폭탄의 해체와 작동에서 언젠가부터 소리가 커지면 안된다는 설정이 작동되지 않는다.
여전한 김래원과 이종석의 연기 속에서 차은우는 너무 튀어보이기도 한다.
늘어지는 후반부와 구구절절 설명하는 사연이 보는 관객을 끝까지 지치게 하는 느낌도 받았다.",부정
"Ending,",2.5,"이종석&차은우 형제 아니였으면, 보고있는 나부터 폭발했다.",중립
가람동,0.5,"잠수함에서 일어났던 모종의 사건만으로도 충분히 몰입도가 있었는데 그놈의 규모있고 펑펑 터지는 눈요기(?)때문에 영화의 생명력을 다 갉아 먹어버린 안타까운(?) 영화.

이전에는 감독을 참 응원하는 입장이었는데,
이번 영화를 보니 그 기대를 이제 나도 접어야지 않나 싶다.",부정
이정인,2.5,'테러'가 됐든 '해난 사고'가 됐든 한 마리 토끼만을 노렸다면 이렇게 혹평받지는 않았을 작품,중립
김상훈,0.5,"진짜 최악이다
제목과 연관성이라곤 찾아볼 수도 없고
영화의 내용도 개연성이라곤 1도 없음
초반부 관객들에게 충분한 정보도 주지 않은채
폭탄만 터트려대니 도대체 왜 저러는가 싶다.

그저 잘생긴 배우들만 모아놓고 얼굴팔이 하는 영화라니
0.5점도 아까울 정도.
나는 이런 영화가 정말 싫다.",부정
잭요다,3,"스토리가 참신하고 몰입도 있는 부분이 더러 있었다. 하지만 아쉬운 부분이 더 많았다. 대한민국 어뢰이기 때문에 진실을 덮는다는 진부한 내용과 정상훈, 박병은 등의 캐릭터를 극에서 아예 제외시키고 잠수함 내에서의 스토리를 좀 더 발전시키고 어쩔 수 없는 상황 이후의 스토리를 두 주연 캐릭터 갈등에 몰입시켜 집중했다면 어땠을까. 영화 내용과 전혀 맞지 않는 쌩뚱맞은 영화 제목도 큰 실수라 보여진다.",긍정
