사용자,평점,댓글 내용,감정
류크 김박봉나,1,"1. 예술문화의 역사 속에서 클리셰로 부터 온전히 자유로운 영화가 몇이나 될 것이며,  이런 류의 영화에 클리셰가 범벅이 된다고 해서 욕먹을 만한 것도 아니라고 생각한다.
1-1. 그런데 이 영화는 범벅이 아니라 개밥 수준이다.

2. 맘에 드는 장면이 단 하나라도 있기 마련인데, 진짜 모든 장면이 토나오는 수준이다.
2-1. 에필로그 장면은 그래도 (아무리 개똥 같았더라도)이야기가 해소된다는 그 자체로도 최소한의 만족감은 깔고 들어가는데 이 영화는 에필로그 조차 개같다.

원래 이런 개같은 영화에는 이렇게 정성스런 리뷰를 쓰지 않는데, 제발 이런 영화들이 더 이상 제작되지 않았으면 하는 간절한 바람을 담아본다.

-박소담: 제이슨 본이세요?
-김의성: 1인분
-송새벽: 연기설정 등등 최악.",부정
쏘쏘거북,3.5,"우연찮게 만난 아이를 지키기위해 나서는 그녀의 미친듯한 질주.. 그 끝에 존재하는 행복과 또 다른 시작..

잔잔함과 추억쌓기로 시작되다 15세와 청불 사이의 강렬한 유혈액션으로 마무리되는.. (원래 청불등급을 받았다가 재심의를 통해 15세로 등급이 정해졌다는 썰을 써보며)

볼만했다. 생각외로.. 인상적인 카체이싱 액션에  👍

강렬하고 애틋하고 한편으론 아쉬우면서도 긴장감을 자극했던 범죄영화 ' 특송 '

p.s 혹시 시즌2를 생각하고 그런 열린결말을 두신건지..",긍정
UG,3,연기가 좋아서.,긍정
정대현,2.5,풀악셀을 밟은거 치곤 루즈하다,중립
공국성,2,박소담 아니었으면 1.5,부정
이태윤,2.5,차에 타는 순간 '만'을 애타게 기다리는 아이와 관객,중립
주현정,2,카체이싱은 조은데… 뻔한 플룻,부정
이진영,2.5,설정부터 레옹에 아저씨 냄새가 물씬 흘러 넘침.,중립
김영훈,3.5,간단히 즐기기에 좋아요,긍정
다구짱,2.5,마지막 순간의 위기를 어떻게 빠져나왔다는 묘사나 암시도 없이 얼럴뚱땅 해피엔딩으로 마무리 지은게 아쉬웠다.,중립
박마꽁,3.5,"뻔하지만 킬링타임용으로는 딱이었는데?
우리나라 영화가 그렇지 뭐ㅋㅋㅋ
개인적으로 송새벽이 하는 악역 좋음ㅋㅋ많이 무겁지도 않고 실없어서 웃겨ㅋㅋㅋ",긍정
신제현,2.5,스포일러가 포함되어 내용을 생략했습니다.,중립
MJ,3.5,박소담 팬심으로 겨우 특송.,긍정
어랍쇼,3,난 오히려 여유로운 빌런 송새벽이 맘에 들더만.,긍정
몽님,1.5,"이런 영화는 팝콘먹으면서 보는거 아님?
트름이 계속 나와서 드러워죽겠음
잔인하기도 15금 맞나 싶은 수준이고;;",부정
카니형,3,-MBC-,긍정
TR,3,박소담의 재발견,긍정
HyewonKo,3,기시감이 있다고 하여도 연기로 살려내는 캐릭터들. 기대보다 괜찮다.,긍정
챠왓,3.5,액션배송,긍정
groovie,3,"딱 준수하단 말이 어울린다. 원래 애 딸린 액션 영화 안 좋아하는데 걱정했던 만큼 신파도 없고, 인스타-레트로 감성 색감과 구성 적당히 잘 섞어서 만든 박소담이 예쁘게 나오는 영환데 액션 장르에 딱히 부담없이 잘 녹아들고 딱히 칭찬할 것도 없지만 욕할 것도 없는 부담없이 볼만한 액션 영화",긍정
여름,2,괜찮은 콜라주.,부정
박재홍,2,"자동차 영화를 보면 태생이 차쟁이라 말이 많아진다. 특히 카체이싱장면을 호평하시는 분들도 많은데 개인적으로는 상당히 별로다. 특히 중간중간 티나는 cg와 베이비드라이버를 베낀 씬들은 그렇다치고 bmw e34가 중간중간 e39로 바뀌는데 처음부터 e39쓰지...

아참 영화 이야기 해야지, 박소담은 여전히 매력적임 끝.",부정
노민준,2,박소담 연기밖에 특별한 게 없고 극이 진행될수록 힘을 잃는 영화.,부정
영화인,2.5,생각보다 망작은 아니었던. 캐릭터 레이어를 위한 요소들이 클리셰 덩어리. 결과적으로 글이 별로임. 그래도 보여주고자 함에 대한 감독의 집요함은 인정.,중립
emm386,3,갈길이 먼데 자꾸 아이가 걸리적거린다.,긍정
오너굴,3,박소담이 정말 능글맞게도 연기를 잘한다,긍정
김기완,4,"마이 네임의 한소희, 마녀의 김다미에 비길 바는 아니지만 김소담은 열연 했고, 송새벽도 굉장히 변신했다(80% 변신이라 아쉽지만) 연출 부서가 개연성에 목숨을 거는지 스토리는 짜임새 있고, 복선도 완벽했다. 덕분에 다소 작위적이었다.

그럼에도 불구하고 상당히 연출하기 힘든 스토리와 장르에서 선방했다. 라고 생각한다.

+ 최근 유아인의 서울대작전을 본 사람이라면 이 영화엔 최소 별 4개는 달아줘야한다.",긍정
이시하라 사토미,0.5,반품,부정
linco,2,죽지않는 연약한 아이,부정
이관렬,1.5,짝퉁 여자버전 아저씨,부정
슈슈,4,"아저씨를 잇는 아줌마,,,
다송이 넘 귀여워,,,",긍정
박재모,3,시간때우기용 그이상 그이하도 아님,긍정
서새,3,소담언니가 조아요..현준어린이가 너무귀엽습니다...,긍정
주마등,2,영화가 철이 없다,부정
반성문을영어로하면글로벌,3,"간간이 맛보여주는 간간한 액션이 참 좋았다.
박소담이 멱살잡고 끌어올린 영화.",긍정
하랑,2,"화려한 카체이스는 분명 맞는데, 전혀 쫄깃하지
않다.",부정
이름변경,2,납득이 안되잖아 납득이 아쉽다는것이 칭찬임ㅜㅜ,부정
고창수박,2.5,액션장르면 스토리는 빼고가도 돼요?,중립
이창훈,2.5,ㆍ,중립
LuS L.,1.5,"배우들의 연기, 액션은 흠잡을 바가 없었다.
아직 블록버스터의 카체이싱을 따라 잡기엔 아쉬움이 있으나 감내할 수 있다.
그러나 어린아이를 등장시켜 고구마 먹이는 역활만 시키는 것은 참을 수 없다.",부정
llIIll,3.5,스포일러가 포함되어 내용을 생략했습니다.,긍정
지루한건못참아,2.5,"약간 영화 아저씨같네,,,
글고 너무잔인하고ㅠ 박소담이 다이끌어가는 영화,,,
그ㅠ경찰 연기넘이상함.",중립
MOAAI🗿,2.5,"큰 기대는 없었고,
딱 그만큼 보여줬다.

박소담은 고생했지만,
원톱물을 맡기엔 무게감이 떨어진다.
발성 탓인가...
<차이나타운> 김고은과 비교된다.

카체이싱과 액션, 그리고 송새벽은 좋았다.

극의 전개를 꼬마가 도맡다시피 하는데,
그게 이 영화의 가장 큰 단점이다.",중립
손혁,2,강박적 보여주기에 급급한 구태의연함,부정
주혁,2,여친이랑 봤는데 그날 이별할뻔 ㅋ,부정
희희,2,집에서 보길 잘했당,부정
witHDust,2.5,"다들 비슷한 감흥,
볼만한 카체이싱 빼고는 심심한 한국영화... 아쉽!

2022. 8. 1.",중립
손영우,2.5,솔직히 좀 많이 실망...한국판 택시드라이버를 찍고 싶었던것 같은데... 배우들의 연기 말할 필요 없었다. 그런데 내용 전개는 좀...,중립
김승욱,2,아무리 봐도 오마주보단 표절에 가까운 변주곡,부정
료타,2,베이비 드라이버 + 아저씨 + 후디니 물속 탈출 마술,부정
정영은,2,신선하기는 했음,부정
maru,3,"킬링타임용

실제로 운전하고 다니다보면
한국 도심에서 자동차 추격전은 거의 판타지란 생각이 든다...ㅋㅋㅋ 이 좁은 땅덩이에 차가 왜이리 많은지...
그래서 영화로라도 대리만족ㅎㅎ

아역 배우와 박소담 배우의 케미가 의외로 좋다ㅎ

그리고 포동이 왜 밖에서 키우냐 ㅠ
장은하씨야 얼른 다시 실내에서 소중하게 길러줘라ㅠ

+
소담 배우도 애기같은데 자꾸 아줌마 아줌마 할 때마다 어쩐지 어색했다ㅋㅋㅋㅋ",긍정
신진영,2,꼬맹이에게 고양이 사진을 보여주며 귀엽지라고 하는 순간 이 영화에 대한 내 기대감을 접었다,부정
GR. 이제,3,"박소담 좋아 ~
팝콘무비로 좋았음
액션연기 멋짐~",긍정
이대광,2.5,초반 액션만 보면 와 인데...,중립
병철,3.5,2022.01.20,긍정
전지훈,2.5,시원한 직진과 커버링을 원했는데 왜 자꾸 중간에 서서 그래요,중립
말주변,2,송새벽 연기가 가장 베스트,부정
강준원,2,많이 봤다 어디서,부정
손님,2,나의 소중한 시간 특송,부정
최지원,1.5,'님 좀 짱인듯'에서 껐어야 했다.,부정
남형진,2.5,꼬맹이가 너무 거슬리네요,중립
세현된 필름,3,박소담 원툴,긍정
가미짱,3.5,스포일러가 포함되어 내용을 생략했습니다.,긍정
수덩,1,"소담언니 멋져요...... 좋았던 건 그것 뿐이야.......
아역과의 관계랑 케미는... 스토리도..
일 벌릴 때마다 뒷감당이 되려나 했는데🤦🏻‍♀️",부정
손준영,2.5,그럴 듯한 카체이싱으로도 포장되지 않는 전형적인 플롯과 캐릭터,중립
류영선,2,그래도 연기 좋았다,부정
환야,2.5,적정속도 잘 지키는 스포츠카,중립
sohui Jun,2,"왜 갑자기 목숨걸고 애기를 구하기 시작하는지,,, 생각해놓은 액션씬에 이야기를 대충 구겨 넣으려고 급전개 하는 느낌 ㅇㅅㅇ 어디서 본듯한 액션씬들만 남아써
자꾸 아줌마 거리는거 넘 별루네 걍 이모정도만 하지~
송새벽 배우 연기 잘한다~.~",부정
샬롯데시네마,0.5,걍..카트라이더🚗🚔🚕,부정
MOON,2.5,김의성 배우 악역 아닌게 가장 어색하다 ㅋㅋㅋ,중립
Jihwan Cha,3,"그나마 송새벽의 독특한 연기 보는 맛만,",긍정
최혁,2,"박소담 때문에 본건데 .. 실망이네
박소담의 작품고르는 능력이 이 정도라니
송새벽은 악역도 잘어울리네",부정
퍙퍙,2,베이비 드라이버로 시작해서 아캄어사일럼으로 끝나냐;;;,부정
김정원,2.5,뭐 볼만했다,중립
세이쥬,3,"베이비 드라이버 + 레옹 + 아저씨 + 박소담 = 특송
하늘 아래 완전 독창적이면서 재미있는 이야기가 어디 있겠냐만은 보는 동안 여러 영화들이 떠올랐다. 좋은 의미로도 나쁜 의미로도 말이다.
그나저나 결말을 그냥 안보여 줬음 어땠을까 싶다. 감독이나 제작자야 후속편을 만들고 싶으니 이해는 된다만... 사람들이 ""왕좌의 게임"" 초반 시즌을 보며 왜 마음 조렸는지를 한번 더 생각해 볼 필요가 있다. 박소담 때문에 봤고, 박소담이 고생한 건 알겠다.",긍정
이성호,2.5,"애매모호 공감되지 않는 신파까지 넣어두며
'저렇게까지?'란 의문만 곁에 두게 됨",중립
Sue,2,플롯을 위해 당위성 결여된 영화적 허용을 무조건 수용하라 관객에게 강요한다,부정
chungs_yy,3,스포일러가 포함되어 내용을 생략했습니다.,긍정
김향기,1.5,"포스터는 영락없는 사이버펑큰데
막상 뚜껑 열고보니 뺑반",부정
ee,2.5,"유치할거면 행복하게 했음 좋겠음
꼭 그냥 슬프게 사람 하나 꼭죽임",중립
김시환,2,"액션, 연출, 스토리, 사운드 흥미로운게 하나 없고 이게 어떻게 이런식으로 나왔는지 의문이다. 연출이 문제인가? 공감이 전혀 안된다
길게 적다 줄인다. 그냥 안 봐도 된다.",부정
snowfrolic,2.5,"제목이 특송이면 특송을 해야지
왜 피칠갑 싸움을 하냐

2022.5.30 웨이브",중립
이은경,2,"아무리봐도 박소담이 아줌마로 보이지않는데
아줌마아줌마하는건
아저씨 따라하는거로 바도 무방합니까",부정
MichelleKang,4,"오랜만에 시원한 카체이싱 시원한 스토리 굿

2022.05.26",긍정
Beanii,2.5,애매한 느낌과 진부함이 아쉽다. 제목답게 좀 더 빠른 템포가 유지되었다면 좋았을 듯.,중립
김형태,2.5,뜻하지 않게 용한 무당이 된 관객.,중립
raddoc71,3.5,"감정이입이 잘되지 않는 신파를 제외하고, 어디선가 본 듯한 느낌의 장면과 흐름이지만 주연배우들이 나름 잘 살려낸 듯.",긍정
소앙,2.5,레이싱 추격신 볼만하고 나머지는 뻔함.,중립
안성현,2.5,"<22년 5월>
한국판 트랜스포터를 만들고 싶었던 것 같은데 여러모로 어설펐다.",중립
송영범,3,"훌륭한 액션
너무 차분한 주인공
너무 진부한 전개",긍정
홍마초,3,선수입장 안하려고 애쓰는게 보인다,긍정
노근우,3,"그녀는 매력 있지만 시동은 걸리다 만 거 같은데..
시동 걸리고 난 후 모습이 보고싶다.",긍정
Aiden Kim,2.5,나쁘지 않은 영화,중립
glumgray,3,자동차 액션은 입이 쩍 벌어진다 자동차 액션만,긍정
만추,2.5,운전만 잘하는 줄 알았는데 싸움도 겁나 잘해.,중립
최혜린,2,초반 드라이빙씬을 제외하곤 그닥(...),부정
길별은,5,모범택시  아류작인가,긍정
이올린,3,"시원시원한 카체이싱.
결말은 글쎄.. 굳이.",긍정
MinSung Kang,2.5,"감상팔이만 빠졌다면 더 좋았을법한, 스타일 괜찮았을 카체이싱 무비",중립
김규식,2,스포일러가 포함되어 내용을 생략했습니다.,부정
구근범,2,"카체이싱 영화인데, 카체이싱이 너무 없다.",부정
김일수,3.5,"반품 불가 엔딩에 모든것을 말았다!
무난하게 볼만하다가 엔딩에서 말아먹은..그냥 세드 엔딩은 안되는거야!? 꼬맹이가 커서 소담이한테 배운 키박 뜯는걸로 유쾌하게 그냥 오락성으로 끝내도 될텐데 굳이... 사자소생으로...
PS. 22.05.05.",긍정
봄날,1.5,"예고편을 보고 ""베이비 드라이버"" 짭을 만들었나 싶었는데, 차라리 그렇게 만들었으면 볼거리라도 있었을 것 같다",부정
Star Han,3.5,"유쾌하게 봤다.
박소담은 역시 연기를 잘하네
-요약본",긍정
장명승,1.5,2022.05.04 독산 집,부정
CHOO78,3.5,"오랜만에 재미있게 영화를 즐겼다.
훌륭한 킬링타임 작품.
박소담의 연기도 괜찮은 편이고 송새벽•김의성은 역시나 매력적인 배우들!",긍정
임승권,3.5,"우리 소담이 이쁘네…
근데 난 잼나든데 그리고 뭣도 모르면서 뭣도 아는척 하는놈들 때문에 더 저 평가 된 영화라고 생각함",긍정
정욱,1.5,ㅠㅠ,부정
dae,4,"우리나라에서 이젠 자동차 레이싱도 이정도 만들 수 있다니! 자동차 레이싱을 잘하던 여주인공의 갑작스럽고 과감한 액션이 현실적이지 않지만, 악역 형사의 캐릭터는 매력적이다.",긍정
스치,2,처음부터 끝까지 모범적이다,부정
